;Time;Brownian Path
0;0.0;0.0
1;0.011111111111111112;-0.06316780298948288
2;0.022222222222222223;-0.08661378175020218
3;0.03333333333333333;-0.046372778713703156
4;0.044444444444444446;-0.03575117886066437
5;0.05555555555555556;-0.045776546001434326
6;0.06666666666666667;-0.07842329144477844
7;0.07777777777777778;-0.09043078869581223
8;0.08888888888888889;-0.08397945761680603
9;0.1;-0.06882082670927048
10;0.11111111111111112;-0.15526795387268066
11;0.12222222222222223;-0.13057418167591095
12;0.13333333333333333;-0.11447037011384964
13;0.14444444444444446;-0.06614812463521957
14;0.15555555555555556;-0.18226677179336548
15;0.16666666666666669;-0.21026381850242615
16;0.17777777777777778;-0.16689233481884003
17;0.18888888888888888;-0.23280763626098633
18;0.2;-0.1960166096687317
19;0.2111111111111111;-0.19565655291080475
20;0.22222222222222224;-0.08486487716436386
21;0.23333333333333334;-0.21786388754844666
22;0.24444444444444446;-0.3009195029735565
23;0.2555555555555556;-0.3148568570613861
24;0.26666666666666666;-0.344300776720047
25;0.2777777777777778;-0.47906067967414856
26;0.2888888888888889;-0.45699137449264526
27;0.3;-0.6330567598342896
28;0.3111111111111111;-0.30653107166290283
29;0.32222222222222224;-0.2248196303844452
30;0.33333333333333337;-0.22063152492046356
31;0.34444444444444444;-0.13837477564811707
32;0.35555555555555557;-0.10904822498559952
33;0.3666666666666667;-0.33644500374794006
34;0.37777777777777777;-0.45237284898757935
35;0.3888888888888889;-0.3173574209213257
36;0.4;-0.47671619057655334
37;0.41111111111111115;-0.4275747239589691
38;0.4222222222222222;-0.47284868359565735
39;0.43333333333333335;-0.5960637927055359
40;0.4444444444444445;-0.570366382598877
41;0.45555555555555555;-0.5339334011077881
42;0.4666666666666667;-0.530819296836853
43;0.4777777777777778;-0.5156762003898621
44;0.48888888888888893;-0.597233772277832
45;0.5;-0.5727802515029907
46;0.5111111111111112;-0.6154258251190186
47;0.5222222222222223;-0.6986182928085327
48;0.5333333333333333;-0.8401712775230408
49;0.5444444444444445;-0.7970239520072937
50;0.5555555555555556;-0.8268765807151794
51;0.5666666666666667;-0.8110830783843994
52;0.5777777777777778;-0.7634450793266296
53;0.5888888888888889;-0.9077556729316711
54;0.6;-1.0001317262649536
55;0.6111111111111112;-1.0916320085525513
56;0.6222222222222222;-1.0632083415985107
57;0.6333333333333333;-1.1692249774932861
58;0.6444444444444445;-0.9722741842269897
59;0.6555555555555556;-0.8423689007759094
60;0.6666666666666667;-0.6878674030303955
61;0.6777777777777778;-0.6289207935333252
62;0.6888888888888889;-0.6643187403678894
63;0.7000000000000001;-0.6932574510574341
64;0.7111111111111111;-0.6935798525810242
65;0.7222222222222222;-0.6764736175537109
66;0.7333333333333334;-0.6228950023651123
67;0.7444444444444445;-0.8061125874519348
68;0.7555555555555555;-0.8619064688682556
69;0.7666666666666667;-0.9123042821884155
70;0.7777777777777778;-0.8274646997451782
71;0.788888888888889;-0.6401937007904053
72;0.8;-0.7130535244941711
73;0.8111111111111111;-0.6143193244934082
74;0.8222222222222223;-0.5962207317352295
75;0.8333333333333334;-0.391104519367218
76;0.8444444444444444;-0.28211459517478943
77;0.8555555555555556;-0.33016353845596313
78;0.8666666666666667;-0.3853365480899811
79;0.8777777777777778;-0.26962780952453613
80;0.888888888888889;-0.4063752293586731
81;0.9;-0.4745277464389801
82;0.9111111111111111;-0.61806720495224
83;0.9222222222222223;-0.6346588730812073
84;0.9333333333333333;-0.693545937538147
85;0.9444444444444445;-0.8014816045761108
86;0.9555555555555556;-1.0121055841445923
87;0.9666666666666667;-1.1595282554626465
88;0.9777777777777779;-1.2907142639160156
89;0.9888888888888889;-1.326927900314331
90;1.0;-1.376936674118042
91;1.011111111111111;-1.2073166370391846
92;1.0222222222222224;-1.0986180305480957
93;1.0333333333333334;-1.1274771690368652
94;1.0444444444444445;-1.0215510129928589
95;1.0555555555555556;-1.019345998764038
96;1.0666666666666667;-1.0287271738052368
97;1.0777777777777777;-0.9568271040916443
98;1.088888888888889;-0.929966926574707
99;1.1;-0.856788694858551
100;1.1111111111111112;-0.8985934257507324
101;1.1222222222222222;-0.939945638179779
102;1.1333333333333333;-0.9533429741859436
103;1.1444444444444446;-0.9860483407974243
104;1.1555555555555557;-1.014811396598816
105;1.1666666666666667;-0.8451117873191833
106;1.1777777777777778;-0.8145474791526794
107;1.1888888888888889;-0.7713373303413391
108;1.2;-0.8190523386001587
109;1.2111111111111112;-0.994655191898346
110;1.2222222222222223;-0.9657742977142334
111;1.2333333333333334;-0.9858301877975464
112;1.2444444444444445;-1.0244197845458984
113;1.2555555555555555;-1.003139853477478
114;1.2666666666666666;-1.0555626153945923
115;1.277777777777778;-1.092382550239563
116;1.288888888888889;-0.8934468626976013
117;1.3;-0.9967963695526123
118;1.3111111111111111;-1.0063707828521729
119;1.3222222222222222;-1.1093401908874512
120;1.3333333333333335;-1.0964744091033936
121;1.3444444444444446;-1.2187501192092896
122;1.3555555555555556;-1.259415626525879
123;1.3666666666666667;-1.4536645412445068
124;1.3777777777777778;-1.5398648977279663
125;1.3888888888888888;-1.46527099609375
126;1.4000000000000001;-1.6138527393341064
127;1.4111111111111112;-1.5584323406219482
128;1.4222222222222223;-1.4362318515777588
129;1.4333333333333333;-1.3662320375442505
130;1.4444444444444444;-1.3499783277511597
131;1.4555555555555557;-1.4293094873428345
132;1.4666666666666668;-1.5896246433258057
133;1.4777777777777779;-1.5939619541168213
134;1.488888888888889;-1.479017734527588
135;1.5;-1.422655701637268
136;1.511111111111111;-1.4434726238250732
